	Layer	Input(BS, Ni, Lr, Lc)	Filter(No, Ni, Fr, Fc)	Output(BS, No, Mr, Mc)	Sampling(Sr, Sc)	In_Mem	In_Move	Out_Mem	Out_Move	Band	Band_time	BLAS(M, N, K)	MACs	MAC_Unit	MAC_Cycle	Cx_Mem	Cx_Move	Time_serial	Time_parallel	Param #
127	Conv2d-127	[-1, 256, 14, 14]	[1024, 256, 1, 1]	[-1, 1024, 14, 14]	(1, 1)	50176	0	200704	0	40282095616	7.8675968	[1024, 196, 256]	200704	1024	1.96e-07	51380224	1	7.8675969960000005	7.8675968	tensor(262144)
128	BatchNorm2d-128	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
129	ReLU-129	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
130	Bottleneck-130	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]	1	200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
131	Conv2d-131	[-1, 1024, 14, 14]	[256, 1024, 1, 1]	[-1, 256, 14, 14]	(1, 1)	200704	0	50176	0	2517630976	0.4917248	[256, 196, 1024]	50176	1024	4.9e-08	51380224	1	0.491724849	0.4917248	tensor(262144)
132	BatchNorm2d-132	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
133	ReLU-133	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
134	Conv2d-134	[-1, 256, 14, 14]	[256, 256, 3, 3]	[-1, 256, 14, 14]	(1, 1)	50176	0	50176	0	2517630976	0.4917248	[256, 196, 2304]	451584	1024	4.41e-07	12845056	1	0.49172524100000004	0.4917248	tensor(589824)
135	BatchNorm2d-135	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	tensor(512)
136	ReLU-136	[-1, 256, 14, 14]	[256, 256, 1, 1]	[-1, 256, 14, 14]		50176	0	50176	0	2517630976	0.4917248			32	0	0	0	0.4917248	0.4917248	0
137	Conv2d-137	[-1, 256, 14, 14]	[1024, 256, 1, 1]	[-1, 1024, 14, 14]	(1, 1)	50176	0	200704	0	40282095616	7.8675968	[1024, 196, 256]	200704	1024	1.96e-07	51380224	1	7.8675969960000005	7.8675968	tensor(262144)
138	BatchNorm2d-138	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	tensor(2048)
139	ReLU-139	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]		200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
140	Bottleneck-140	[-1, 1024, 14, 14]	[1024, 1024, 1, 1]	[-1, 1024, 14, 14]	1	200704	0	200704	0	40282095616	7.8675968			32	0	0	0	7.8675968	7.8675968	0
141	Conv2d-141	[-1, 1024, 14, 14]	[512, 1024, 1, 1]	[-1, 512, 14, 14]	(1, 1)	200704	0	100352	0	10070523904	1.9668992	[512, 196, 1024]	100352	1024	9.8e-08	102760448	1	1.966899298	1.9668992	tensor(524288)
142	BatchNorm2d-142	[-1, 512, 14, 14]	[512, 512, 1, 1]	[-1, 512, 14, 14]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(1024)
143	ReLU-143	[-1, 512, 14, 14]	[512, 512, 1, 1]	[-1, 512, 14, 14]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
144	Conv2d-144	[-1, 512, 14, 14]	[512, 512, 3, 3]	[-1, 512, 7, 7]	(2, 2)	100352	0	25088	0	629407744	0.1229312	[512, 49, 4608]	225792	1024	2.205e-07	51380224	1	0.1229314205	0.1229312	tensor(2359296)
145	BatchNorm2d-145	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	tensor(1024)
146	ReLU-146	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	0
147	Conv2d-147	[-1, 512, 7, 7]	[2048, 512, 1, 1]	[-1, 2048, 7, 7]	(1, 1)	25088	0	100352	0	10070523904	1.9668992	[2048, 49, 512]	100352	1024	9.8e-08	51380224	1	1.966899298	1.9668992	tensor(1048576)
148	BatchNorm2d-148	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(4096)
149	Conv2d-149	[-1, 1024, 14, 14]	[2048, 1024, 1, 1]	[-1, 2048, 7, 7]	(2, 2)	200704	0	100352	0	10070523904	1.9668992	[2048, 49, 1024]	100352	1024	9.8e-08	411041792	1	1.966899298	1.9668992	tensor(2097152)
150	BatchNorm2d-150	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(4096)
151	ReLU-151	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
152	Bottleneck-152	[-1, 1024, 14, 14]	[2048, 1024, 1, 1]	[-1, 2048, 7, 7]	2	200704	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
153	Conv2d-153	[-1, 2048, 7, 7]	[512, 2048, 1, 1]	[-1, 512, 7, 7]	(1, 1)	100352	0	25088	0	629407744	0.1229312	[512, 49, 2048]	25088	1024	2.45e-08	51380224	1	0.1229312245	0.1229312	tensor(1048576)
154	BatchNorm2d-154	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	tensor(1024)
155	ReLU-155	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	0
156	Conv2d-156	[-1, 512, 7, 7]	[512, 512, 3, 3]	[-1, 512, 7, 7]	(1, 1)	25088	0	25088	0	629407744	0.1229312	[512, 49, 4608]	225792	1024	2.205e-07	12845056	1	0.1229314205	0.1229312	tensor(2359296)
157	BatchNorm2d-157	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	tensor(1024)
158	ReLU-158	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	0
159	Conv2d-159	[-1, 512, 7, 7]	[2048, 512, 1, 1]	[-1, 2048, 7, 7]	(1, 1)	25088	0	100352	0	10070523904	1.9668992	[2048, 49, 512]	100352	1024	9.8e-08	51380224	1	1.966899298	1.9668992	tensor(1048576)
160	BatchNorm2d-160	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(4096)
161	ReLU-161	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
162	Bottleneck-162	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]	1	100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
163	Conv2d-163	[-1, 2048, 7, 7]	[512, 2048, 1, 1]	[-1, 512, 7, 7]	(1, 1)	100352	0	25088	0	629407744	0.1229312	[512, 49, 2048]	25088	1024	2.45e-08	51380224	1	0.1229312245	0.1229312	tensor(1048576)
164	BatchNorm2d-164	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	tensor(1024)
165	ReLU-165	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	0
166	Conv2d-166	[-1, 512, 7, 7]	[512, 512, 3, 3]	[-1, 512, 7, 7]	(1, 1)	25088	0	25088	0	629407744	0.1229312	[512, 49, 4608]	225792	1024	2.205e-07	12845056	1	0.1229314205	0.1229312	tensor(2359296)
167	BatchNorm2d-167	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	tensor(1024)
168	ReLU-168	[-1, 512, 7, 7]	[512, 512, 1, 1]	[-1, 512, 7, 7]		25088	0	25088	0	629407744	0.1229312			32	0	0	0	0.1229312	0.1229312	0
169	Conv2d-169	[-1, 512, 7, 7]	[2048, 512, 1, 1]	[-1, 2048, 7, 7]	(1, 1)	25088	0	100352	0	10070523904	1.9668992	[2048, 49, 512]	100352	1024	9.8e-08	51380224	1	1.966899298	1.9668992	tensor(1048576)
170	BatchNorm2d-170	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	tensor(4096)
171	ReLU-171	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]		100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
172	Bottleneck-172	[-1, 2048, 7, 7]	[2048, 2048, 1, 1]	[-1, 2048, 7, 7]	1	100352	0	100352	0	10070523904	1.9668992			32	0	0	0	1.9668992	1.9668992	0
173	AvgPool2d-173	[-1, 2048, 7, 7]	[2048, 2048, 7, 1]	[-1, 2048, 1, 1]	[-1, 2048, 7, 7]	100352	0	2048	0	4194304	0.0008192			32	0	205520896	1	0.0008192	0.0008192	0
174	Linear-174	[-1, 2048]	[1000, 2048, 1, 1]	[-1, 1000]		2048	0	1000	0	1000000	0.0001953125	[1000, 1, 2048]	2048000	32	6.4e-05	2048000	1	0.0002593125	0.0001953125	tensor(2049000)
